Pattern,Matches,Clue,Answer,Quality,Reviewed
prophe_y,prophecy prophesy,,,,
_rick,brick trick prick crick,,,,
re_erence,reference reverence,,,,
j_ngle,jungle jingle,,,,
fe_t,feet felt feat fest,,,,
pla_er,player placer planer,,,,
h_rder,harder herder,,,,
usur_,usury usurp,,,,
fl_e,flee flue floe,,,,
l_nder,lender lander,,,,
_inch,pinch finch winch cinch,,,,
s_ipe,snipe stipe swipe,,,,
_umble,humble tumble rumble jumble bumble mumble fumble,,,,
gro_t,grout groat,,,,
_eon,leon peon,,,,
_edge,hedge wedge ledge sedge,,,,
e_ic,eric epic,,,,
malt_se,maltese maltose,,,,
b_acken,bracken blacken,,,,
m_sque,mosque masque,,,,
ca_dy,candy caddy,,,,
fi_er,fiber finer filer,,,,
_evise,devise revise,,,,
w_o,who woo,,,,
s_la,sola sula,,,,
t_ick,thick trick,,,,
_own,down town sown gown mown,,,,
nea_,near neat neal,,,,
b_ackish,blackish brackish,,,,
gla_ier,glacier glazier,,,,
pun_,punk puny punt,,,,
hat_,hath hate,,,,
mo_ility,mobility motility,,,,
go_e,gone gore gove,,,,
_ost,most cost post lost host dost rost,,,,
n_ught,naught nought,,,,
m_nt,ment mont mint,,,,
law_,lawn lawe,,,,
w_dding,wedding wadding,,,,
_oft,soft loft,,,,
swea_ing,sweating swearing,,,,
_ookery,cookery rookery,,,,
_ather,rather father gather mather lather,,,,
s_ump,stump slump,,,,
m_rine,marine murine,,,,True
plane_,planet planer,,,,
horribl_,horrible horribly,,,,
_ineal,lineal pineal,,,,
_eckon,reckon beckon,,,,
p_ne,pine pane pyne,,,,
_eaf,leaf deaf,,,,
to_ic,topic toxic tonic,,,,
_ana,rana tana,,,,
cr_pe,crepe crape,,,,
all_y,alloy alley allay,,,,
fr_,fry fro fra,,,,
_anner,manner banner tanner,,,,
_lee,flee glee,,,,
no_e,note none nose node nope nome,,,,
schem_,scheme schema,,,,True
g_ng,gang gong ging,,,,
_arring,jarring earring,,,,
trai_,train trail trait,,,,
ome_,omen omer,,,,
eg_,egg ego,,,,
d_ty,duty doty,,,,
lee_,lees leek leer leet leed,,,,
pus_,push puss,,,,
k_ll,kill kell,,,,
_aper,paper taper caper,,,,
mil_stone,milestone millstone,,,,
_ussy,pussy fussy,,,,
co_p,coup coop,,,,
w_iter,writer waiter,,,,True
m_stery,mystery mastery,,,,
c_ot,clot coot,,,,
p_ng,ping pang,,,,
main_,maine mains,,,,
d_b,dab dub,,,,
_oble,noble coble,,,,
moul_,mould moult,,,,
ab_t,abet abut,,,,
_heer,sheer cheer,,,,
mo_se,mouse morse moose,,,,
s_me,some same seme,,,,
_ish,fish wish dish kish,,,,
_ainted,painted sainted,,,,
mus_,must muse musk musa mush muss,,,,
bea_ed,beamed beaked,,,,
_itch,pitch ditch witch bitch fitch hitch,,,,
cr_ak,creak croak,,,,
_ational,national rational,,,,
bo_,box boy bob bow bot bom bon bog bos boa,,,,
se_ate,senate sedate,,,,
a_e,are age ave ate awe ace aye axe ale ape ake,,,,
p_nd,pond pend,,,,
b_ttled,bottled battled,,,,
_odule,module nodule,,,,
cl_ng,clung cling clang,,,,
_ullen,sullen mullen pullen,,,,
_obbing,sobbing jobbing,,,,
_oggy,foggy soggy boggy,,,,
conv_y,convey convoy,,,,
w_llow,willow wallow,,,,
r_der,rider ryder,,,,
_rote,wrote grote,,,,
de_ection,detection defection dejection,,,,
mode_,model moder,,,,
an_ular,angular annular,,,,
m_ssy,mossy missy massy,,,,
m_rt,mart mort,,,,
tic_,tick tice,,,,
s_utter,shutter sputter stutter,,,,
imp_rt,import impart,,,,
quin_ne,quinine quinone,,,,
li_,lie lit lip lin lid lib lim lif lig,,,,
si_ner,sinner signer,,,,
_entral,central ventral,,,,
plat_,plate platt platy,,,,
a_ger,anger auger,,,,
subsid_,subsidy subside,,,,
pro_able,probable provable,,,,
po_e,pope pole pose pore poke,,,,
wre_k,wreck wreak,,,,
_onne,tonne bonne,,,,
ge_s,gems gens,,,,
crim_,crime crimp,,,,
t_cking,ticking tacking,,,,
m_mmy,mummy mammy,,,,
s_eak,speak steak sneak,,,,
co_t,cost coat colt coit coot,,,,
br_ad,broad bread,,,,
_ros,eros gros,,,,
sav_y,savoy savvy,,,,
_orn,born corn worn horn torn morn dorn lorn,,,,
_rop,crop drop prop,,,,
_alking,talking walking,,,,
ba_e,base bare bake bade babe bale bane bate,,,,
tuf_,tuff tuft tufa,,,,
cate_,cater cates,,,,
_nd,and end ind,,,,
_lunder,plunder blunder,,,,
ser_eant,sergeant serjeant,,,,
si_ter,sister sitter sinter,,,,
sp_ce,space spice,,,,
sc_nt,scent scant,,,,
los_,loss lost lose,,,,
grain_,grains grainy,,,,
s_ub,stub snub,,,,
whe_,when whey whet wher,,,,
aw_,awe awl awn,,,,
d_ft,deft daft,,,,
_eritable,veritable heritable,,,,
prope_,proper propel,,,,
h_rt,hurt hart,,,,
s_roll,scroll stroll,,,,
sphe_oid,sphenoid spheroid,,,,
loa_ing,loading loaning,,,,
sla_,slab slag slap slay slam slav slat,,,,
fa_e,face fate fame fare fade fake fane,,,,
cl_ft,cleft clift,,,,
ingen_ous,ingenious ingenuous,,,,
_ighting,fighting lighting sighting,,,,
tric_,trick trice,,,,
l_on,lion leon loon,,,,
s_phon,siphon syphon,,,,
hooke_,hooker hooked,,,,
wai_,wait wail wain,,,,
_owan,cowan rowan,,,,
notabl_,notable notably,,,,
mi_,mid mix mis mir,,,,
_ori,lori sori,,,,
bea_er,beaver bearer beaker beater,,,,
_hank,thank shank,,,,
_eap,leap heap reap,,,,
m_n,man men mun,,,,
allu_e,allude allure,,,,
_ung,hung lung sung dung rung bung,,,,
li_a,lima liza lira,,,,
t_ller,teller tiller,,,,
s_ar,star scar spar soar sear,,,,
dea_ness,deafness dearness,,,,
_ought,sought bought fought nought,,,,
_oose,loose goose moose noose,,,,
s_een,sheen steen,,,,
_inister,minister sinister,,,,
pri_acy,privacy primacy,,,,
tre_d,trend tread,,,,
provide_,provided provider,,,,
chartere_,chartered charterer,,,,
_aud,maud laud,,,,
nois_,noise noisy,,,,
pala_e,palace palate,,,,
bi_der,bidder binder,,,,
co_rse,course coarse,Rough route,Coarse course,2.0,True
an_l,anal anil,,,,
bl_nding,blending blinding,,,,
tar_,tart tarn taro tare,,,,
_osed,posed nosed,,,,
_ostrum,rostrum nostrum,,,,
_nob,knob snob,,,,
par_e,parse parle,,,,
_arnish,varnish garnish tarnish,,,,
gl_de,glide glade,,,,
_oodman,goodman woodman,,,,
barbar_,barbara barbary,,,,
me_ial,medial menial mesial,,,,
b_s,bus bis bos,,,,
win_er,winter winner winder,,,,
s_ab,slab stab scab swab,,,,
hu_l,hull hurl,,,,
_ild,wild mild gild,,,,
a_ry,airy awry,,,,
in_olence,insolence indolence,,,,
lith_,lithe litho,,,,
ear_ing,earning earring,,,,
tr_m,trim tram,,,,
be_l,bell beal,,,,
stri_,strip stria,,,,
c_ose,close chose,,,,
_tch,etch itch,,,,
r_de,ride rode rude rede rade,,,,
bl_st,blast blest,,,,
b_ed,bred bled,,,,
p_ns,pens pons,,,,
c_de,code cade cede,,,,
gre_e,grete grebe,,,,
ro_ue,rogue roque,,,,
variabl_,variable variably,,,,
cho_,chop chou chow,,,,
pu_,put pus pur pun pup pug pud,,,,
sevent_,seventh seventy,,,,
_arrier,carrier barrier farrier harrier,,,,
de_r,dear deer,,,,
_orse,horse worse morse norse gorse corse,,,,
tri_,trip trim trio,,,,
g_assy,grassy glassy,,,,
men_,ment menu mend,,,,
se_e,seme sere,,,,
_corn,scorn acorn,,,,
reven_e,revenue revenge,,,,
v_ctor,vector victor,,,,
_onic,ionic tonic conic,,,,
forg_ve,forgive forgave,,,,
pi_us,pious pinus,,,,
gr_y,gray grey,,,,
_eading,reading leading heading beading,,,,
devote_,devoted devotee,,,,
_arietal,parietal varietal,,,,
qualifie_,qualified qualifier,,,,
advi_e,advice advise,,,,True
bonn_,bonny bonne,,,,
gau_e,gauge gauze,,,,
fl_shy,fleshy flashy,,,,
was_,wash wasp wast,,,,
_luff,bluff fluff,,,,
s_ug,snug slug smug,,,,
thu_,thus thud thug,,,,
_oamy,loamy foamy,,,,
arthriti_,arthritis arthritic,,,,
li_ely,likely lively,,,,
_oarsely,coarsely hoarsely,,,,
cam_er,camper camber,,,,
stee_,steel steep steer steed steen,,,,
_itter,bitter litter fitter sitter hitter,,,,
_aint,saint paint faint taint,,,,
_ormally,normally formally,,,,
co_a,coma cola coca cora coda coxa,,,,
_iking,liking viking,,,,
be_ting,beating belting,,,,
dan_er,danger dancer,,,,
_herein,therein wherein,,,,
s_ew,shew stew slew skew,,,,
bog_y,boggy bogey,,,,
refu_e,refuse refuge refute,,,,
basi_,basis basic basin basil,,,,
com_,come comb coma,,,,
do_e,done dose dome dove dole dope doge doze dote,,,,
_oost,boost roost,,,,
ar_se,arise arose,,,,
allo_,allow alloy allot,,,,
st_nt,stunt stint stent stant,,,,
fort_,forth forty forte,,,,
_erge,merge verge serge,,,,
crea_ing,creaking creasing,,,,
_idden,hidden ridden bidden midden,,,,
gir_,girl girt gird,,,,
stom_,stoma stomp,,,,
where_n,wherein whereon,,,,
u_der,under udder,,,,
assu_ed,assumed assured,,,,
be_n,been bean behn,,,,
w_n,won win wan wen,,,,
ho_el,hotel hovel,,,,
_reach,breach preach,,,,
sca_e,scale scare scape,,,,
n_rse,nurse norse,,,,
bro_e,broke brome,,,,
di_,did die dis dig dip dim din dit,,,,
w_d,wed wad,,,,
_unning,running cunning gunning,,,,
blo_d,blood blond,,,,
bo_by,bobby booby,,,,
p_n,pan pen pin pun,,,,
ne_r,near neer,,,,
b_nding,binding bending,,,,
s_dden,sudden sodden,,,,
rem_nd,remind remand,,,,
va_ue,value vague,,,,
b_est,blest brest,,,,
_ooded,wooded hooded,,,,
fal_,fall falk,,,,
l_gation,legation ligation,,,,
de_er,deter defer,,,,
c_use,cause chuse cruse,,,,
vi_e,vice vine vide vile vise vive,,,,
g_ee,glee ghee gree,,,,
ca_tion,caution caption,,,,
radia_,radial radian,,,,
wo_t,wont wort,,,,
_ath,path hath bath oath math nath lath rath,,,,
greas_,grease greasy,,,,
da_n,dawn damn darn,,,,
_itt,mitt fitt,,,,
s_arch,search starch,,,,True
_iner,finer miner liner diner,,,,
wha_,what whan,,,,
_evy,levy bevy,,,,
ro_,row rod roy rob rot roe roc,,,,
scen_,scene scent,,,,
wherea_,whereas whereat,,,,
_atchy,patchy catchy,,,,
bir_h,birth birch,,,,
_ees,lees dees,,,,
oa_,oak oar,,,,
_esist,resist desist,,,,
tra_ler,trailer trawler,,,,
_ares,wares nares,,,,
cos_,cost cosy,,,,
pi_eous,piteous piceous,,,,
s_elter,shelter smelter spelter,,,,
d_ck,deck dock duck,,,,
cr_tch,crotch crutch,,,,
s_lute,salute solute,,,,
_orter,porter sorter,,,,
diffuse_,diffused diffuser,,,,
_ica,mica pica,,,,
cri_p,crisp crimp,,,,
_otor,motor rotor,,,,
_ative,native dative,,,,
cro_ch,crouch crotch,,,,
_urable,durable curable,,,,
_ringe,fringe cringe,,,,
_utt,butt putt,,,,
g_oom,gloom groom,,,,
_ortal,mortal portal,,,,
na_e,name nave nape,,,,
s_ale,scale shale stale,,,,
f_rming,forming farming,,,,
be_,bed ben beg bee bet bel bey,,,,
ta_n,tain tarn,,,,
invisibl_,invisible invisibly,,,,
_orny,horny corny,,,,
_outer,router souter,,,,
fa_ter,faster falter,,,,
test_,testa teste,,,,
_oluble,soluble voluble,,,,
here_n,herein hereon,,,,
beate_,beaten beater,,,,
_lap,flap slap clap,,,,
quee_,queen queer,,,,
pre_ise,precise premise,,,,
bar_,bare bark barn bard barb,,,,
woo_en,wooden woolen,,,,
_ub,sub hub tub rub cub dub nub,,,,
in_erted,inserted inverted,,,,
b_ush,brush blush,,,,
_and,land hand band sand rand wand mand cand,,,,
_ushing,pushing bushing gushing,,,,
incognit_,incognito incognita,,,,
_roat,groat croat,,,,
h_lm,helm holm,,,,
o_al,oral oval opal,,,,
_ated,fated gated lated,,,,
n_me,name nome,,,,
_lut,glut slut,,,,
_ry,try dry cry fry pry wry,,,,
b_nder,binder bender,,,,
dr_w,draw drew,,,,
gle_,glen glee,,,,
lo_ge,lodge longe,,,,
sl_g,slag slug,,,,
c_ass,class crass,,,,
har_,hard harm hart hare harp hark harl,,,,
_ammon,mammon gammon,,,,
pi_a,pica pita,,,,
_arish,parish garish,,,,
_oise,noise poise,,,,
s_ma,soma sima,,,,
corn_,corny cornu,,,,
pro_e,prove prose probe prone,,,,
communis_,communist communism,,,,
e_quire,esquire enquire,,,,
fra_,fray frau,,,,
ti_t,tilt tint,,,,
calvinis_,calvinist calvinism,,,,
cast_r,castor caster,,,,
_inder,hinder binder finder cinder winder tinder,,,,
se_ting,setting seating,,,,
ne_t,next nest neat newt,,,,
n_w,new now,,,,
gro_e,grove grote grope,,,,
re_dy,ready reedy,,,,
din_r,diner dinar,,,,
pubi_,pubic pubis,,,,
bun_,bunk bund bunn bunt bung,,,,
she_,shed shew,,,,
_iva,siva diva kiva,,,,
_eplete,replete deplete,,,,
_arden,garden warden harden,Protector of plants,Garden warden,3.0,True
b_re,bare bore bere,,,,
sett_e,settle settee,,,,
_ancer,cancer dancer,,,,
s_lty,silty salty,,,,
_arrot,carrot parrot,,,,
_enus,genus venus,,,,
wal_er,walter walker waller,,,,
w_iting,writing waiting whiting,,,,
wa_en,waken waxen,,,,
cr_ss,cross cress crass,,,,
t_re,tire tore tyre tare,,,,
fus_,fuse fuss fust,,,,
s_op,stop shop slop,,,,
d_ction,diction duction,,,,
bl_ster,blister bluster,,,,
shea_,shear sheaf,,,,
she_f,shelf sheaf,,,,
sl_sh,slash slush,,,,
lo_k,look lock,,,,
ar_or,arbor armor ardor,,,,
spli_ter,splinter splitter,,,,
c_nic,conic cynic,,,,
se_,see set sea sex sen sew seg,,,,
modernis_,modernism modernist,,,,
spi_al,spinal spiral,,,,
wr_te,write wrote,,,,
v_il,veil vail,,,,
_lime,slime clime,,,,
dampe_,damper dampen,,,,
unionis_,unionism unionist,,,,
norma_,normal norman,,,,True
_eft,left deft weft heft,,,,
_row,grow brow crow prow trow,,,,
lo_dly,loudly lordly,,,,
h_ed,heed hued,,,,
_aternal,maternal paternal,,,,
colli_,collin collie,,,,
terr_,terry terra,,,,
le_der,leader lender,,,,True
s_eve,steve sieve,,,,
ter_ite,termite tergite,,,,
s_ear,shear swear spear smear,,,,
l_ng,long lung lang ling,,,,
fe_al,fetal fecal feral,,,,
st_ke,stake stoke,,,,
d_spatch,dispatch despatch,,,,
gentl_,gentle gently,,,,
_pe,ape ope,,,,
lo_h,loch loth,,,,
fa_,far fat fan fay fac fad fag fap,,,,
brac_,brace bract,,,,
ite_,item iter,,,,
do_y,doty dory,,,,
s_ow,show slow snow stow scow,,,,
cru_ch,crunch crutch,,,,
_eaded,headed leaded,,,,
_alt,salt halt malt galt,,,,
logge_,logged logger,,,,
g_unt,gaunt grunt,,,,
infla_ed,inflated inflamed,,,,
_rilling,drilling trilling,,,,
fi_ly,fitly filly,,,,
te_n,teen tern,,,,
c_vil,civil cavil,,,,
_ove,love move dove cove jove hove wove rove gove,,,,
_rained,grained brained,,,,
schis_,schist schism,,,,
fli_t,flint flirt,,,,
no_k,nook nock,,,,
_olding,holding folding molding golding,,,,
her_es,herpes hermes,,,,
_epose,repose depose,,,,
_raining,training draining,,,,
s_ns,sans sens,,,,
_ilding,gilding wilding,,,,
bin_,bind bing,,,,
special_y,specially specialty,,,,
packe_,packet packer,,,,
re_olve,resolve revolve,,,,
_ooted,rooted footed booted,,,,
_ulture,culture vulture,,,,
mille_,miller millet milled,,,,True
e_act,exact enact,,,,
pup_l,pupil pupal,,,,
la_a,lava lama lata,,,,
b_at,boat beat brat,,,,
cape_,capel caper,,,,
w_t,wet wit wot,,,,
qui_t,quiet quilt quint,,,,
me_a,mesa mega,,,,
s_rup,syrup sirup,,,,
_ayer,layer payer sayer,,,,
l_ving,living loving,,,,True
hus_,hush husk,,,,
cl_ver,clever clover,,,,
sho_k,shock shook,,,,
man_e,manse mange,,,,
co_ic,comic colic conic,,,,
_ains,pains mains,,,,
in_ention,intention invention,,,,
ro_k,rock rook,,,,
po_y,poly pony,,,,
_ean,mean dean jean lean bean sean yean wean,,,,
c_ock,clock crock chock,,,,
lis_,list lisp liss,,,,
_oned,toned zoned boned,,,,
clar_,clare clary,,,,
_ep,rep hep lep nep,,,,
_etention,retention detention,,,,
out_o,outdo outgo,,,,
s_ape,shape scape,,,,
f_ne,fine fane,,,,
fi_ing,filing firing fixing fining,,,,
_ailor,sailor tailor bailor,,,,
t_o,two too tho,,,,
rela_,relay relax,,,,
groa_,groan groat,,,,
dul_,duly dull,,,,
_eath,death heath meath,,,,
pi_k,pick pink,,,,
cra_,crab crap cram crag cray,,,,
bri_r,briar brier,,,,
d_ve,dove dive deve,,,,
_outhful,youthful mouthful,,,,
ra_er,rater racer,,,,
_alting,salting malting,,,,
mo_th,month mouth,,,,
p_s,pas pus pes,,,,
plan_ing,planting planking,,,,
b_ke,bake bike,,,,
dra_er,drawer draper,,,,
_elated,related belated,,,,
_izard,wizard lizard,,,,
squ_d,squad squid,,,,
s_erling,sterling sperling,,,,
_urling,curling hurling,,,,
gil_,gill gilt gild,,,,
crow_,crown crowd crows,,,,
bu_ly,bully burly,,,,
mau_,maud maul,,,,
paw_,pawn pawl,,,,
quarte_,quarter quartet,,,,
p_sture,pasture posture,,,,
n_pping,napping nipping,,,,
la_d,land laid lard laud,,,,
lab_um,labrum labium,,,,
b_asting,blasting boasting,,,,
f_nding,finding funding,,,,
c_ack,crack clack,,,,
mon_,monk mont mono mona mone,,,,
anaemi_,anaemia anaemic,,,,
h_ft,heft haft,,,,
f_tness,fitness fatness,,,,
_ain,main pain gain rain vain lain fain tain jain bain wain hain kain,,,,
_itre,litre mitre nitre,,,,
_lotter,plotter blotter,,,,
_iege,siege liege,,,,
_uddle,puddle muddle huddle cuddle,,,,
p_ase,phase pease,,,,
gra_er,graver grader,,,,
_reek,greek creek,,,,
_ie,die lie tie pie vie hie fie rie,,,,
_lew,flew blew slew clew,,,,
bu_l,bull burl,,,,
slim_,slime slimy,,,,
ba_n,barn bain,,,,
ti_,tip tin tie tit til tic tid tig,,,,
sin_ing,singing sinking,,,,
h_g,hog hug hag,,,,
_ump,pump jump lump dump bump rump hump sump,,,,
col_,cold cole coll colt cola,,,,
l_aning,leaning loaning,,,,
_un,run sun gun fun nun hun dun tun bun pun mun,,,,
mal_,male mall malt mala,,,,
be_ter,better beater,,,,True
va_iant,variant valiant,,,,
cad_,cade cady,,,,
_kin,skin akin,,,,
t_pple,topple tipple,,,,
_olar,solar polar molar,,,,
_abel,label babel,,,,
corne_,corner cornea cornet,,,,
_ity,city pity,,,,
palm_r,palmer palmar,,,,
residenc_,residence residency,,,,
au_,auk aum,,,,
pu_py,puppy pulpy,,,,
savo_,savoy savor,,,,
r_bin,robin rubin,,,,
ya_n,yarn yawn,,,,
_onger,longer conger,,,,
_eck,neck deck beck peck heck keck,,,,
lea_y,leafy leaky,,,,
hu_k,husk huck hulk hunk,,,,
gri_ly,grimly grisly,,,,
s_ur,spur sour slur,,,,
inc_,inch inca,,,,
c_ick,click chick crick,,,,
ven_er,veneer venter,,,,
c_llar,collar cellar,,,,
fl_tter,flatter flutter,,,,
ee_,eel een eet,,,,
_way,away sway,,,,
deb_t,debit debut,,,,
met_,meth mete,,,,
b_ld,bold bald,,,,
we_ding,wedding weeding,,,,
he_p,help heap hemp,,,,
w_s,was wis,,,,
confi_e,confine confide,,,,
or_,ore ord orb ora ort ork orn orc orf,,,,
c_ay,clay cray,,,,
a_idity,acidity avidity aridity,,,,
ba_on,bacon baron baton,,,,
s_rip,strip scrip,,,,
_lurry,flurry blurry,,,,
f_esh,fresh flesh,,,,
earthwor_,earthwork earthworm,,,,
al_a,alma alga alfa,,,,
_ull,full bull pull dull hull lull gull cull mull tull,,,,
cura_e,curate curare,,,,
sau_e,sauce saute,,,,
unrea_,unreal unread,,,,
fl_me,flame flume,,,,
signor_,signora signore,,,,
se_t,sent seat sect sept sett,,,,
ji_,jin jig jib,,,,
_ut,but out put cut hut nut gut rut tut jut,,,,
p_sse,posse passe,,,,
_ension,pension tension,,,,
li_re,litre livre,,,,
_atty,fatty patty batty,,,,
_adly,badly sadly madly,,,,
sta_e,state stage stake stare stale stave,,,,
imm_nent,imminent immanent,,,,
f_lk,folk falk,,,,
w_y,way why wry,,,,
wh_re,where whore,,,,
tai_,tail tain tait,,,,
s_ell,shell smell spell swell snell,,,,
_raction,fraction traction,,,,
_anded,handed landed sanded,,,,
lumb_r,lumber lumbar,,,,
bogu_,bogus bogue,,,,
_om,tom bom dom nom yom,,,,
_iving,living giving diving,Plummeting alive,Diving living,2.0,True
l_ver,liver lover lever laver,,,,
_ide,side wide ride hide tide vide bide,,,,
tra_l,trail trawl,,,,
ac_,act ace ach,,,,
wo_,won woe wol woo wot,,,,
sha_er,shaker shaver shaper sharer,,,,
m_rrow,morrow marrow,,,,
pari_h,parish pariah,,,,
pron_,prone prong,,,,
cam_ra,camera camara,,,,
p_int,point print paint,,,,
pro_ector,protector projector,,,,
sandp_per,sandpaper sandpiper,,,,
qui_e,quite quire,,,,
_roth,broth froth troth wroth,,,,
appl_,apply apple,,,,
halve_,halves halved,,,,
_ucker,tucker sucker,,,,
m_le,male mile mole mule,,,,
m_te,mate mute mite mote mete,,,,
tabo_,taboo tabor,,,,
_hin,thin chin shin,,,,
winc_,winch wince,,,,
lea_ing,leading leaning leasing leaping,,,,
_able,table cable fable sable gable,,,,
ravin_,ravine raving,,,,
vol_,volt vole,,,,
cr_w,crew crow,,,,
i_e,ice ire ide ile,,,,
fluenc_,fluency fluence,,,,
_ayman,layman cayman,,,,
sh_rk,shark shirk,,,,
f_t,fit fat fet,,,,
st_ll,still stall,,,,
sa_ing,saying saving,,,,True
sn_re,snare snore,,,,
p_one,phone prone,,,,
_runk,trunk drunk,,,,
de_e,dere dede deve dele,,,,
an_,and any ant ana ano ani,,,,
de_t,debt dent deft,,,,
_aa,baa maa,,,,
_ud,mud bud hud cud pud,,,,
_ealous,jealous zealous,,,,
_ield,field yield wield,,,,
rever_ed,reversed reverted,,,,
curi_,curia curio,,,,
foo_,food foot fool,,,,
co_ey,coney covey,,,,
_uin,ruin quin,,,,
dispara_e,disparate disparage,,,,
_aid,said paid laid maid raid,,,,
arche_,arches archer arched,,,,
magne_ite,magnetite magnesite,,,,
re_l,real reel,,,,
car_ing,carving carding,,,,
cu_l,curl cull,,,,
bo_d,bond bold bord,,,,
scal_,scale scalp scaly scala scald,,,,
loc_,lock loch loco,,,,
_ummy,dummy mummy gummy,,,,
inla_d,inland inlaid,,,,
c_ve,cave cove,,,,
_elay,delay relay,,,,
b_e,bee bye,,,,
hea_y,heavy heady,,,,
tal_,talk tall tale talc,,,,
pretende_,pretended pretender,,,,
f_rrier,ferrier farrier,,,,
_aughter,daughter laughter,,,,
sp_d,sped spud,,,,
man_er,manner manger mander,Air trough,Manner manger,1.0,True
_how,show chow,,,,
woode_,wooden wooded,,,,
_ike,like pike bike dike hike,,,,
_iesta,fiesta siesta,,,,
_oup,soup coup loup roup,,,,
_oor,poor door moor boor,,,,
dea_,deal dead dear dean deaf,,,,
_ireless,wireless tireless,,,,
shre_,shrew shred,,,,
_eathery,leathery feathery,,,,
pect_n,pectin pecten,,,,
ri_k,risk rick rink,,,,
_ieve,sieve lieve,,,,
chu_e,chute chuse,,,,
bra_e,brave brake brace,,,,
spor_,sport spore,,,,
conce_ted,concerted conceited,,,,
_arter,carter barter garter,,,,
p_le,pale pole pile,,,,
_evin,kevin levin,,,,
gr_nt,grant grunt,,,,
gon_,gone gong,,,,
de_iant,deviant defiant,,,,
c_me,come came,,,,
_us,bus mus pus,,,,
_pace,space apace,,,,
_ant,want cant tant pant rant lant,,,,
forg_,forge forgo,,,,
stri_ing,striking striving,,,,
wi_ding,winding wilding,,,,
sti_k,stick stink,,,,
o_e,one ore owe ode ope oke,,,,
ana_,anal anas,,,,
_rip,trip grip drip,,,,
la_ed,laced lated,,,,
_ira,mira lira,,,,
n_pe,nope nape,,,,
chee_y,cheesy cheeky,,,,
_lough,plough slough clough,,,,
m_rry,marry merry murry,,,,
s_imming,swimming skimming,,,,
quit_,quite quits,,,,
l_ss,less loss lass liss,,,,
wh_n,when whan,,,,
e_s,ers ens eos,,,,
_agged,ragged jagged,,,,
wi_der,wilder winder,,,,
car_al,carnal carpal,,,,
_enounce,renounce denounce,,,,
b_rth,birth berth barth,,,,
sic_,sick sich,,,,
_igor,vigor rigor,,,,
sco_,scot scow,,,,
col_n,colon colin,,,,
v_se,vase vise,,,,
_icket,ticket picket wicket,,,,
_st,est ost,,,,
_nell,snell knell,,,,
_histle,whistle thistle,,,,
_ink,link pink sink wink mink rink kink,,,,
_eaty,meaty peaty,,,,
wel_h,welsh welch,,,,
_enna,penna senna,,,,
_hereat,thereat whereat,,,,
b_unt,blunt brunt,,,,
wa_k,walk wark,,,,
l_na,lena luna,,,,
c_r,car cor cur,,,,
a_ian,asian avian arian,,,,
lo_d,lord load loud lond,,,,
pres_,press prest,,,,
g_y,guy gay,,,,
sie_e,siege sieve,,,,
sa_e,same sale safe save sake sage sane sate,,,,
pla_ue,plague plaque,,,,
w_it,wait writ whit,,,,
s_oping,sloping stoping,,,,
hal_,half hall halt hale halo hals,,,,
_rief,brief grief,,,,
l_nding,landing lending,,,,
_arque,barque marque,,,,
bas_,base bass bast bash bask,,,,
he_dless,heedless headless,,,,
enti_e,entire entice,Temp all,Entice entire,1.0,True
ali_n,alien align,,,,
clas_ic,classic clastic,,,,
t_am,team tram,,,,
b_tter,better butter bitter batter,,,,True
don_,done dona,,,,
shar_,share sharp shark,,,,
r_ven,raven riven,,,,
h_e,hue hoe hie,,,,
whis_er,whisper whisker,,,,
a_se,apse arse,,,,
_asso,basso lasso,,,,
pil_,pile pill,,,,
_al,cal pal sal dal,,,,
_hopper,chopper shopper,,,,
dil_te,dilute dilate,,,,
bur_,burn bury burr burt burg burl,,,,
_atrimony,matrimony patrimony,,,,
nostalgi_,nostalgia nostalgic,,,,
ki_,kid kit kin kip,,,,
b_oom,bloom broom,,,,
sh_ft,shift shaft,,,,
cr_ne,crane crone,,,,
dr_dge,dredge drudge,,,,
custodia_,custodian custodial,,,,
_oda,soda coda,,,,
dr_m,drum dram,,,,
s_p,sup sap sip sop,,,,
_eader,reader leader header,,,,True
m_lar,molar malar,,,,
r_ving,roving raving,,,,
_wain,twain swain,,,,
organis_,organism organist,,,,
so_ely,solely sorely,,,,
_herefore,therefore wherefore,,,,
f_rther,further farther,,,,
man_a,mania manna,,,,
_arn,earn barn yarn warn tarn darn,,,,
k_n,ken kin kan kon,,,,
_ance,dance lance rance,,,,
p_lo,palo polo,,,,
b_ggy,buggy baggy boggy,,,,
per_neal,perineal peroneal,,,,
_is,his dis vis bis mis wis sis nis ris,,,,
beg_t,beget begot,,,,
alla_,allah allay,,,,
rever_e,reverse reverie,,,,
abb_,abbe abba,,,,
in_,ing inc inn ink ind,,,,
p_y,pay ply pry,,,,
b_tten,bitten batten,,,,
mala_,malay malar,,,,
_ye,eye dye bye rye aye nye lye wye pye tye,,,,
pla_ing,playing plating planing,,,,
qu_,que qua,,,,
_rk,ark ork,,,,
reforme_,reformed reformer,,,,
_ai,tai sai,,,,
_iding,riding hiding siding,,,,
bo_on,boron boson,,,,
t_mper,temper tamper,,,,
conve_,convey convex,,,,
du_al,ducal dural,,,,
fee_ing,feeling feeding,,,,
sol_,sold sole solo sola soli,,,,
_ounder,founder sounder pounder rounder,,,,
